id,Season,city,Date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,Team_win_id,venue,umpire1,umpire2,umpire3
312,IPL-2012,Bangalore,2012-04-07 00:00:00,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,normal,0,Royal Challengers Bangalore,20,0,AB de Villiers,13,M Chinnaswamy Stadium,S Asnani,S Ravi,""
317,IPL-2012,Bangalore,2012-04-10 00:00:00,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Kolkata Knight Riders,42,0,L Balaji,8,M Chinnaswamy Stadium,S Ravi,RJ Tucker,""
326,IPL-2012,Bangalore,2012-04-15 00:00:00,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,normal,0,Rajasthan Royals,59,0,AM Rahane,11,M Chinnaswamy Stadium,JD Cloete,RJ Tucker,""
329,IPL-2012,Bangalore,2012-04-17 00:00:00,Pune Warriors,Royal Challengers Bangalore,Pune Warriors,bat,normal,0,Royal Challengers Bangalore,0,6,CH Gayle,13,M Chinnaswamy Stadium,S Asnani,S Das,""
350,IPL-2012,Bangalore,2012-05-02 00:00:00,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,4,Azhar Mahmood,6,M Chinnaswamy Stadium,BF Bowden,C Shamshuddin,""
356,IPL-2012,Bangalore,2012-05-06 00:00:00,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,5,AB de Villiers,13,M Chinnaswamy Stadium,HDPK Dharmasena,BNJ Oxenford,""
367,IPL-2012,Bangalore,2012-05-14 00:00:00,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,5,AT Rayudu,9,M Chinnaswamy Stadium,S Das,BR Doctrove,""
379,IPL-2012,Bangalore,2012-05-23 00:00:00,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Chennai Super Kings,38,0,MS Dhoni,1,M Chinnaswamy Stadium,BF Bowden,HDPK Dharmasena,""
321,IPL-2012,Chandigarh,2012-04-12 00:00:00,Pune Warriors,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,7,AD Mascarenhas,6,"Punjab Cricket Association Stadium, Mohali",VA Kulkarni,SK Tarapore,""
330,IPL-2012,Chandigarh,2012-04-18 00:00:00,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,normal,0,Kolkata Knight Riders,0,8,G Gambhir,8,"Punjab Cricket Association Stadium, Mohali",JD Cloete,RJ Tucker,""
333,IPL-2012,Chandigarh,2012-04-20 00:00:00,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,5,CH Gayle,13,"Punjab Cricket Association Stadium, Mohali",S Ravi,RJ Tucker,""
340,IPL-2012,Chandigarh,2012-04-25 00:00:00,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,normal,0,Mumbai Indians,0,4,AT Rayudu,9,"Punjab Cricket Association Stadium, Mohali",Aleem Dar,BNJ Oxenford,""
354,IPL-2012,Chandigarh,2012-05-05 00:00:00,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,bat,normal,0,Rajasthan Royals,43,0,SR Watson,11,"Punjab Cricket Association Stadium, Mohali",JD Cloete,SJA Taufel,""
366,IPL-2012,Chandigarh,2012-05-13 00:00:00,Deccan Chargers,Kings XI Punjab,Deccan Chargers,bat,normal,0,Kings XI Punjab,0,4,DJ Hussey,6,"Punjab Cricket Association Stadium, Mohali",HDPK Dharmasena,BNJ Oxenford,""
308,IPL-2012,Chennai,2012-04-04 00:00:00,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,8,RE Levi,9,"MA Chidambaram Stadium, Chepauk",JD Cloete,SJA Taufel,""
320,IPL-2012,Chennai,2012-04-12 00:00:00,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,normal,0,Chennai Super Kings,0,5,F du Plessis,1,"MA Chidambaram Stadium, Chepauk",HDPK Dharmasena,RJ Tucker,""
332,IPL-2012,Chennai,2012-04-19 00:00:00,Chennai Super Kings,Pune Warriors,Pune Warriors,field,normal,0,Chennai Super Kings,13,0,KMDN Kulasekara,1,"MA Chidambaram Stadium, Chepauk",Asad Rauf,S Das,""
334,IPL-2012,Chennai,2012-04-21 00:00:00,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,0,Chennai Super Kings,0,7,F du Plessis,1,"MA Chidambaram Stadium, Chepauk",Aleem Dar,BNJ Oxenford,""
343,IPL-2012,Chennai,2012-04-28 00:00:00,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,bat,normal,0,Kings XI Punjab,7,0,Mandeep Singh,6,"MA Chidambaram Stadium, Chepauk",BF Bowden,SK Tarapore,""
347,IPL-2012,Chennai,2012-04-30 00:00:00,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,0,Kolkata Knight Riders,0,5,G Gambhir,8,"MA Chidambaram Stadium, Chepauk",BF Bowden,C Shamshuddin,""
352,IPL-2012,Chennai,2012-05-04 00:00:00,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,normal,0,Chennai Super Kings,10,0,SK Raina,1,"MA Chidambaram Stadium, Chepauk",HDPK Dharmasena,BNJ Oxenford,""
364,IPL-2012,Chennai,2012-05-12 00:00:00,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,9,BW Hilfenhaus,1,"MA Chidambaram Stadium, Chepauk",S Das,BR Doctrove,""
380,IPL-2012,Chennai,2012-05-25 00:00:00,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,normal,0,Chennai Super Kings,86,0,M Vijay,1,"MA Chidambaram Stadium, Chepauk",BR Doctrove,SJA Taufel,""
381,IPL-2012,Chennai,2012-05-27 00:00:00,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,0,Kolkata Knight Riders,0,5,MS Bisla,8,"MA Chidambaram Stadium, Chepauk",BF Bowden,SJA Taufel,""
337,IPL-2012,Cuttack,2012-04-22 00:00:00,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,5,B Lee,8,Barabati Stadium,BF Bowden,SK Tarapore,""
348,IPL-2012,Cuttack,2012-05-01 00:00:00,Deccan Chargers,Pune Warriors,Deccan Chargers,bat,normal,0,Deccan Chargers,13,0,KC Sangakkara,2,Barabati Stadium,Aleem Dar,AK Chaudhary,""
318,IPL-2012,Delhi,2012-04-10 00:00:00,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,8,M Morkel,4,Feroz Shah Kotla,Asad Rauf,SK Tarapore,""
323,IPL-2012,Delhi,2012-04-19 00:00:00,Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,normal,0,Delhi Daredevils,0,5,KP Pietersen,4,Feroz Shah Kotla,BF Bowden,SK Tarapore,""
335,IPL-2012,Delhi,2012-04-21 00:00:00,Pune Warriors,Delhi Daredevils,Delhi Daredevils,field,normal,0,Pune Warriors,20,0,SC Ganguly,10,Feroz Shah Kotla,Asad Rauf,S Das,""
342,IPL-2012,Delhi,2012-04-27 00:00:00,Delhi Daredevils,Mumbai Indians,Mumbai Indians,field,normal,0,Delhi Daredevils,37,0,V Sehwag,4,Feroz Shah Kotla,Aleem Dar,BNJ Oxenford,""
345,IPL-2012,Delhi,2012-04-29 00:00:00,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,normal,0,Delhi Daredevils,1,0,V Sehwag,4,Feroz Shah Kotla,S Ravi,RJ Tucker,""
357,IPL-2012,Delhi,2012-05-07 00:00:00,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,normal,0,Kolkata Knight Riders,0,6,JH Kallis,8,Feroz Shah Kotla,JD Cloete,S Ravi,""
369,IPL-2012,Delhi,2012-05-15 00:00:00,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,bat,normal,0,Delhi Daredevils,0,5,UT Yadav,4,Feroz Shah Kotla,HDPK Dharmasena,BNJ Oxenford,""
372,IPL-2012,Delhi,2012-05-17 00:00:00,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,normal,0,Royal Challengers Bangalore,21,0,CH Gayle,13,Feroz Shah Kotla,HDPK Dharmasena,C Shamshuddin,""
371,IPL-2012,Dharamsala,2012-05-17 00:00:00,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,6,AC Gilchrist,6,Himachal Pradesh Cricket Association Stadium,VA Kulkarni,SK Tarapore,""
374,IPL-2012,Dharamsala,2012-05-19 00:00:00,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,6,UT Yadav,4,Himachal Pradesh Cricket Association Stadium,BF Bowden,VA Kulkarni,""
359,IPL-2012,Hyderabad,2012-05-08 00:00:00,Kings XI Punjab,Deccan Chargers,Deccan Chargers,field,normal,0,Kings XI Punjab,25,0,Mandeep Singh,6,"Rajiv Gandhi International Stadium, Uppal",HDPK Dharmasena,BNJ Oxenford,""
331,IPL-2012,Hyderabad,2012-05-10 00:00:00,Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,normal,0,Delhi Daredevils,0,9,DA Warner,4,"Rajiv Gandhi International Stadium, Uppal",JD Cloete,SJA Taufel,""
373,IPL-2012,Hyderabad,2012-05-18 00:00:00,Rajasthan Royals,Deccan Chargers,Rajasthan Royals,bat,normal,0,Deccan Chargers,0,5,DW Steyn,2,"Rajiv Gandhi International Stadium, Uppal",S Ravi,SJA Taufel,""
376,IPL-2012,Hyderabad,2012-05-20 00:00:00,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Deccan Chargers,9,0,DW Steyn,2,"Rajiv Gandhi International Stadium, Uppal",S Ravi,SJA Taufel,""
311,IPL-2012,Jaipur,2012-04-06 00:00:00,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,normal,0,Rajasthan Royals,31,0,AM Rahane,11,Sawai Mansingh Stadium,BF Bowden,SK Tarapore,""
314,IPL-2012,Jaipur,2012-04-08 00:00:00,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Rajasthan Royals,22,0,BJ Hodge,11,Sawai Mansingh Stadium,BF Bowden,VA Kulkarni,""
328,IPL-2012,Jaipur,2012-04-17 00:00:00,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,normal,0,Rajasthan Royals,0,5,BJ Hodge,11,Sawai Mansingh Stadium,Aleem Dar,BNJ Oxenford,""
338,IPL-2012,Jaipur,2012-04-23 00:00:00,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,0,Royal Challengers Bangalore,46,0,AB de Villiers,13,Sawai Mansingh Stadium,Asad Rauf,S Asnani,""
349,IPL-2012,Jaipur,2012-05-01 00:00:00,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,bat,normal,0,Delhi Daredevils,0,6,P Negi,4,Sawai Mansingh Stadium,JD Cloete,SJA Taufel,""
361,IPL-2012,Jaipur,2012-05-10 00:00:00,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,4,BW Hilfenhaus,1,Sawai Mansingh Stadium,BNJ Oxenford,C Shamshuddin,""
365,IPL-2012,Jaipur,2012-05-13 00:00:00,Rajasthan Royals,Pune Warriors,Rajasthan Royals,bat,normal,0,Rajasthan Royals,45,0,A Chandila,11,Sawai Mansingh Stadium,BF Bowden,SK Tarapore,""
377,IPL-2012,Jaipur,2012-05-20 00:00:00,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,normal,0,Mumbai Indians,0,10,DR Smith,9,Sawai Mansingh Stadium,HDPK Dharmasena,C Shamshuddin,""
309,IPL-2012,Kolkata,2012-04-05 00:00:00,Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,8,IK Pathan,4,Eden Gardens,S Asnani,HDPK Dharmasena,""
322,IPL-2012,Kolkata,2012-04-13 00:00:00,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,0,Kolkata Knight Riders,0,5,Shakib Al Hasan,8,Eden Gardens,Asad Rauf,S Asnani,""
325,IPL-2012,Kolkata,2012-04-15 00:00:00,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kings XI Punjab,2,0,SP Narine,6,Eden Gardens,Asad Rauf,S Asnani,""
344,IPL-2012,Kolkata,2012-04-28 00:00:00,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,47,0,G Gambhir,8,Eden Gardens,Asad Rauf,BR Doctrove,""
353,IPL-2012,Kolkata,2012-05-05 00:00:00,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,7,0,SP Narine,8,Eden Gardens,BF Bowden,SK Tarapore,""
363,IPL-2012,Kolkata,2012-05-12 00:00:00,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,normal,0,Mumbai Indians,27,0,RG Sharma,9,Eden Gardens,S Ravi,SJA Taufel,""
368,IPL-2012,Kolkata,2012-05-14 00:00:00,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,5,MEK Hussey,1,Eden Gardens,JD Cloete,SJA Taufel,""
310,IPL-2012,Mumbai,2012-04-06 00:00:00,Pune Warriors,Mumbai Indians,Mumbai Indians,field,normal,0,Pune Warriors,28,0,SPD Smith,10,Wankhede Stadium,AK Chaudhary,SJA Taufel,""
319,IPL-2012,Mumbai,2012-04-11 00:00:00,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Mumbai Indians,27,0,KA Pollard,9,Wankhede Stadium,Aleem Dar,BNJ Oxenford,""
327,IPL-2012,Mumbai,2012-04-16 00:00:00,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,7,S Nadeem,4,Wankhede Stadium,BF Bowden,SK Tarapore,""
336,IPL-2012,Mumbai,2012-04-22 00:00:00,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,normal,0,Kings XI Punjab,0,6,SE Marsh,6,Wankhede Stadium,S Ravi,RJ Tucker,""
346,IPL-2012,Mumbai,2012-04-29 00:00:00,Deccan Chargers,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,5,DW Steyn,9,Wankhede Stadium,AK Chaudhary,BNJ Oxenford,""
355,IPL-2012,Mumbai,2012-05-06 00:00:00,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,2,DR Smith,9,Wankhede Stadium,Asad Rauf,S Asnani,""
360,IPL-2012,Mumbai,2012-05-09 00:00:00,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,9,CH Gayle,13,Wankhede Stadium,BF Bowden,VA Kulkarni,""
370,IPL-2012,Mumbai,2012-05-16 00:00:00,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Kolkata Knight Riders,32,0,SP Narine,8,Wankhede Stadium,S Das,BR Doctrove,""
315,IPL-2012,Pune,2012-04-08 00:00:00,Pune Warriors,Kings XI Punjab,Pune Warriors,bat,normal,0,Pune Warriors,22,0,MN Samuels,10,Subrata Roy Sahara Stadium,S Das,SJA Taufel,""
324,IPL-2012,Pune,2012-04-14 00:00:00,Chennai Super Kings,Pune Warriors,Chennai Super Kings,bat,normal,0,Pune Warriors,0,7,JD Ryder,10,Subrata Roy Sahara Stadium,Aleem Dar,BNJ Oxenford,""
339,IPL-2012,Pune,2012-04-24 00:00:00,Pune Warriors,Delhi Daredevils,Pune Warriors,bat,normal,0,Delhi Daredevils,0,8,V Sehwag,4,Subrata Roy Sahara Stadium,S Ravi,RJ Tucker,""
341,IPL-2012,Pune,2012-04-26 00:00:00,Deccan Chargers,Pune Warriors,Deccan Chargers,bat,normal,0,Deccan Chargers,18,0,CL White,2,Subrata Roy Sahara Stadium,S Ravi,RJ Tucker,""
351,IPL-2012,Pune,2012-05-03 00:00:00,Mumbai Indians,Pune Warriors,Mumbai Indians,bat,normal,0,Mumbai Indians,1,0,SL Malinga,9,Subrata Roy Sahara Stadium,Asad Rauf,S Asnani,""
358,IPL-2012,Pune,2012-05-08 00:00:00,Pune Warriors,Rajasthan Royals,Pune Warriors,bat,normal,0,Rajasthan Royals,0,7,SR Watson,11,Subrata Roy Sahara Stadium,Asad Rauf,BR Doctrove,""
362,IPL-2012,Pune,2012-05-11 00:00:00,Royal Challengers Bangalore,Pune Warriors,Pune Warriors,field,normal,0,Royal Challengers Bangalore,35,0,CH Gayle,13,Subrata Roy Sahara Stadium,BF Bowden,SK Tarapore,""
375,IPL-2012,Pune,2012-05-19 00:00:00,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,34,0,Shakib Al Hasan,8,Subrata Roy Sahara Stadium,S Asnani,BR Doctrove,""
378,IPL-2012,Pune,2012-05-22 00:00:00,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,18,0,YK Pathan,8,Subrata Roy Sahara Stadium,BR Doctrove,SJA Taufel,""
313,IPL-2012,Visakhapatnam,2012-04-07 00:00:00,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,normal,0,Chennai Super Kings,74,0,RA Jadeja,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,JD Cloete,HDPK Dharmasena,""
316,IPL-2012,Visakhapatnam,2012-04-09 00:00:00,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,normal,0,Mumbai Indians,0,5,RG Sharma,9,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,AK Chaudhary,JD Cloete,""
383,IPL-2013,Bangalore,2013-04-04 00:00:00,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Royal Challengers Bangalore,2,0,CH Gayle,13,M Chinnaswamy Stadium,VA Kulkarni,C Shamshuddin,""
432,IPL-2013,Bangalore,2013-04-09 00:00:00,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,normal,0,Royal Challengers Bangalore,0,7,V Kohli,13,M Chinnaswamy Stadium,S Ravi,SJA Taufel,""
392,IPL-2013,Bangalore,2013-04-11 00:00:00,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,8,CH Gayle,13,M Chinnaswamy Stadium,Asad Rauf,AK Chaudhary,""
401,IPL-2013,Bangalore,2013-04-16 00:00:00,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,tie,0,Royal Challengers Bangalore,0,0,V Kohli,13,M Chinnaswamy Stadium,M Erasmus,VA Kulkarni,""
407,IPL-2013,Bangalore,2013-04-20 00:00:00,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,7,R Vinay Kumar,13,M Chinnaswamy Stadium,Aleem Dar,C Shamshuddin,""
411,IPL-2013,Bangalore,2013-04-23 00:00:00,Royal Challengers Bangalore,Pune Warriors,Pune Warriors,field,normal,0,Royal Challengers Bangalore,130,0,CH Gayle,13,M Chinnaswamy Stadium,Aleem Dar,C Shamshuddin,""
429,IPL-2013,Bangalore,2013-05-14 00:00:00,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,7,AC Gilchrist,6,M Chinnaswamy Stadium,HDPK Dharmasena,S Ravi,""
452,IPL-2013,Bangalore,2013-05-18 00:00:00,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Royal Challengers Bangalore,24,0,V Kohli,13,M Chinnaswamy Stadium,C Shamshuddin,RJ Tucker,""
391,IPL-2013,Chandigarh,2013-04-10 00:00:00,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,10,MEK Hussey,1,"Punjab Cricket Association Stadium, Mohali",Aleem Dar,C Shamshuddin,""
400,IPL-2013,Chandigarh,2013-04-16 00:00:00,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kings XI Punjab,4,0,MS Gony,6,"Punjab Cricket Association Stadium, Mohali",CK Nandan,SJA Taufel,""
409,IPL-2013,Chandigarh,2013-04-21 00:00:00,Pune Warriors,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,7,DA Miller,6,"Punjab Cricket Association Stadium, Mohali",M Erasmus,K Srinath,""
448,IPL-2013,Chandigarh,2013-05-06 00:00:00,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,6,DA Miller,6,"Punjab Cricket Association Stadium, Mohali",VA Kulkarni,NJ Llong,""
436,IPL-2013,Chandigarh,2013-05-09 00:00:00,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,8,KK Cooper,11,"Punjab Cricket Association Stadium, Mohali",HDPK Dharmasena,S Ravi,""
440,IPL-2013,Chandigarh,2013-05-11 00:00:00,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,0,Sunrisers Hyderabad,30,0,PA Patel,14,"Punjab Cricket Association Stadium, Mohali",S Das,RJ Tucker,""
386,IPL-2013,Chennai,2013-04-06 00:00:00,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,0,Mumbai Indians,9,0,KA Pollard,9,"MA Chidambaram Stadium, Chepauk",M Erasmus,VA Kulkarni,""
396,IPL-2013,Chennai,2013-04-13 00:00:00,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,4,RA Jadeja,1,"MA Chidambaram Stadium, Chepauk",Asad Rauf,AK Chaudhary,""
399,IPL-2013,Chennai,2013-04-15 00:00:00,Pune Warriors,Chennai Super Kings,Pune Warriors,bat,normal,0,Pune Warriors,24,0,SPD Smith,10,"MA Chidambaram Stadium, Chepauk",Asad Rauf,AK Chaudhary,""
410,IPL-2013,Chennai,2013-04-22 00:00:00,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,0,Chennai Super Kings,0,5,MEK Hussey,1,"MA Chidambaram Stadium, Chepauk",S Asnani,AK Chaudhary,""
414,IPL-2013,Chennai,2013-04-25 00:00:00,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,normal,0,Chennai Super Kings,0,5,MS Dhoni,1,"MA Chidambaram Stadium, Chepauk",Aleem Dar,S Das,""
418,IPL-2013,Chennai,2013-04-28 00:00:00,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Chennai Super Kings,14,0,MEK Hussey,1,"MA Chidambaram Stadium, Chepauk",Aleem Dar,SJA Taufel,""
425,IPL-2013,Chennai,2013-05-02 00:00:00,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,normal,0,Chennai Super Kings,15,0,SK Raina,1,"MA Chidambaram Stadium, Chepauk",M Erasmus,VA Kulkarni,""
446,IPL-2013,Chennai,2013-05-14 00:00:00,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,normal,0,Chennai Super Kings,33,0,MS Dhoni,1,"MA Chidambaram Stadium, Chepauk",C Shamshuddin,RJ Tucker,""
385,IPL-2013,Delhi,2013-04-06 00:00:00,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,bat,normal,0,Rajasthan Royals,5,0,R Dravid,11,Feroz Shah Kotla,S Das,C Shamshuddin,""
394,IPL-2013,Delhi,2013-04-12 00:00:00,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,bat,normal,0,Sunrisers Hyderabad,0,3,A Mishra,14,Feroz Shah Kotla,Aleem Dar,Subroto Das,""
404,IPL-2013,Delhi,2013-04-18 00:00:00,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,normal,0,Chennai Super Kings,86,0,MEK Hussey,1,Feroz Shah Kotla,M Erasmus,VA Kulkarni,""
408,IPL-2013,Delhi,2013-04-21 00:00:00,Mumbai Indians,Delhi Daredevils,Mumbai Indians,bat,normal,0,Delhi Daredevils,0,9,V Sehwag,4,Feroz Shah Kotla,HDPK Dharmasena,S Ravi,""
443,IPL-2013,Delhi,2013-04-23 00:00:00,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,5,Harmeet Singh,6,Feroz Shah Kotla,VA Kulkarni,K Srinath,""
438,IPL-2013,Delhi,2013-05-10 00:00:00,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,normal,0,Royal Challengers Bangalore,4,0,JD Unadkat,13,Feroz Shah Kotla,NJ Llong,K Srinath,""
454,IPL-2013,Delhi,2013-05-21 00:00:00,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,normal,0,Chennai Super Kings,48,0,MEK Hussey,1,Feroz Shah Kotla,NJ Llong,RJ Tucker,""
455,IPL-2013,Delhi,2013-05-22 00:00:00,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,normal,0,Rajasthan Royals,0,4,BJ Hodge,11,Feroz Shah Kotla,S Ravi,RJ Tucker,""
412,IPL-2013,Dharamsala,2013-05-16 00:00:00,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,0,Kings XI Punjab,7,0,DA Miller,6,Himachal Pradesh Cricket Association Stadium,HDPK Dharmasena,S Ravi,""
450,IPL-2013,Dharamsala,2013-05-18 00:00:00,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Kings XI Punjab,50,0,Azhar Mahmood,6,Himachal Pradesh Cricket Association Stadium,HDPK Dharmasena,CK Nandan,""
384,IPL-2013,Hyderabad,2013-04-05 00:00:00,Sunrisers Hyderabad,Pune Warriors,Pune Warriors,field,normal,0,Sunrisers Hyderabad,22,0,A Mishra,14,"Rajiv Gandhi International Stadium, Uppal",S Ravi,SJA Taufel,""
388,IPL-2013,Hyderabad,2013-04-07 00:00:00,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,tie,0,Sunrisers Hyderabad,0,0,GH Vihari,14,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,S Ravi,""
405,IPL-2013,Hyderabad,2013-04-19 00:00:00,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,bat,normal,0,Sunrisers Hyderabad,0,5,GH Vihari,14,"Rajiv Gandhi International Stadium, Uppal",HDPK Dharmasena,CK Nandan,""
423,IPL-2013,Hyderabad,2013-05-01 00:00:00,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,normal,0,Sunrisers Hyderabad,0,7,I Sharma,14,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,S Asnani,""
428,IPL-2013,Hyderabad,2013-05-04 00:00:00,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,bat,normal,0,Sunrisers Hyderabad,0,6,DJG Sammy,14,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,S Asnani,""
435,IPL-2013,Hyderabad,2013-05-08 00:00:00,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Chennai Super Kings,77,0,SK Raina,1,"Rajiv Gandhi International Stadium, Uppal",S Das,NJ Llong,""
